2.	0	4.242640687119286	0	2.449489742783178	0	0	0	0	0	0	0	0	0	0	0
0	9.	0	12.24744871391589	0	5.477225575051661	0	0	0	0	0	0	0	0	0	0
4.242640687119286	0	22.	0	24.24871130596428	0	9.486832980505138	0	0	0	0	0	0	0	0	0
0	12.24744871391589	0	41.	0	40.24922359499622	0	14.491376746189438	0	0	0	0	0	0	0	0
2.449489742783178	0	24.24871130596428	0	66.	0	60.249481325568276	0	20.493901531919196	0	0	0	0	0	0	0
0	5.477225575051661	0	40.24922359499622	0	97.	0	84.24962907930218	0	27.49545416973504	0	0	0	0	0	0
0	0	9.486832980505138	0	60.249481325568276	0	134.	0	112.24972160321823	0	35.4964786985977	0	0	0	0	0
0	0	0	14.491376746189438	0	84.24962907930218	0	177.	0	144.2497833620557	0	44.49719092257398	0	0	0	0
0	0	0	0	20.493901531919196	0	112.24972160321823	0	226.	0	180.24982662959764	0	54.49770637375485	0	0	0
0	0	0	0	0	27.49545416973504	0	144.2497833620557	0	281.	0	220.24985811573183	0	65.49809157525127	0	0
0	0	0	0	0	0	35.4964786985977	0	180.24982662959764	0	342.	0	264.2498817407493	0	77.49838707999025	0
0	0	0	0	0	0	0	44.49719092257398	0	220.24985811573183	0	409.	0	312.2498999199199	0	90.49861877399013
0	0	0	0	0	0	0	0	54.49770637375485	0	264.2498817407493	0	482.	0	364.24991420726514	0
0	0	0	0	0	0	0	0	0	65.49809157525127	0	312.2498999199199	0	561.	0	304.3189116699782
0	0	0	0	0	0	0	0	0	0	77.49838707999025	0	364.24991420726514	0	526.	0
0	0	0	0	0	0	0	0	0	0	0	90.49861877399013	0	304.3189116699782	0	225.
